"ESTU_GENERO","ESTU_FECHANACIMIENTO","PERIODO","YEAR","ESTU_DEPTO_RESIDE","ESTU_MCPIO_RESIDE","FAMI_ESTRATOVIVIENDA","COLE_BILINGUE","COLE_CARACTER","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_SOCIALES_CIUDADANAS","PUNT_C_NATURALES","PUNT_INGLES","PUNT_GLOBAL","DESEMP_LECTURA_CRITICA","DESEMP_MATEMATICAS","DESEMP_C_NATURALES","DESEMP_SOCIALES_CIUDADANAS","DESEMP_INGLES","ESTU_INSE_INDIVIDUAL","ESTU_NSE_INDIVIDUAL"
"F",2007-07-30,20234,"2023","LA GUAJIRA","RIOHACHA","Sin Estrato","N","ACADÉMICO",71,68,64,67,79,342,4,3,3,3,"B+",NA,NA
"F",2003-12-15,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",38,17,30,36,34,153,2,1,1,1,"A-",42.5430555742812,2
"M",2004-05-30,20224,"2022","ATLANTICO","BARRANQUILLA","Estrato 2","N","ACADÉMICO",54,53,41,52,52,251,3,3,2,2,"A1",54.9341439860541,3
"F",2005-02-01,20214,"2021","BOLIVAR","CARTAGENA DE INDIAS","Sin Estrato","N","TÉCNICO/ACADÉMICO",51,54,53,50,45,257,3,3,2,2,"A-",NA,NA
"M",2005-11-08,20224,"2022","SANTANDER","SAN VICENTE DE CHUCURÍ","Estrato 2","N","ACADÉMICO",65,59,55,57,60,295,3,3,3,2,"A2",33.1128277587805,1
"F",2006-02-17,20234,"2023","BOLIVAR","SAN MARTÍN DE LOBA","Estrato 3","N","TÉCNICO",42,30,38,36,39,183,2,1,1,1,"A-",42.7733792092387,2
"M",2004-09-23,20214,"2021","ATLANTICO","PUERTO COLOMBIA","Estrato 1","N","ACADÉMICO",60,52,38,48,41,244,3,3,2,1,"A-",55.6747242527055,3
"M",2003-03-11,20214,"2021","ANTIOQUIA","BELLO","Estrato 3","N","NO APLICA",67,67,58,63,74,323,4,3,3,3,"B1",57.6086439088969,3
"F",2005-11-22,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",62,55,64,50,78,297,3,3,2,3,"B1",64.9810325215903,4
"M",1998-09-15,20204,"2020","NORTE SANTANDER","OCAÑA","Estrato 3","N","ACADÉMICO",56,61,51,45,45,263,3,3,2,2,"A-",53.3492498794998,3
"M",2000-05-18,20204,"2020","RISARALDA","MISTRATÓ","Sin Estrato","N","TÉCNICO",37,36,29,29,33,164,2,2,1,1,"A-",44.6838100406221,2
"M",2003-08-21,20204,"2020","CUNDINAMARCA","SOACHA","Estrato 4","N","ACADÉMICO",58,60,49,56,62,281,3,3,3,2,"A2",48.5016131059104,2
"M",2006-04-11,20224,"2022","BOLIVAR","EL CARMEN DE BOLÍVAR","Estrato 1","N","TÉCNICO",30,46,30,47,41,192,1,2,2,1,"A-",38.4245951261332,1
"F",2003-05-31,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","TÉCNICO/ACADÉMICO",42,50,42,47,49,228,2,2,2,2,"A1",49.2069733654488,2
"F",2004-09-08,20224,"2022","ANTIOQUIA","MEDELLÍN","Estrato 3","N","TÉCNICO/ACADÉMICO",36,35,36,38,42,183,2,1,1,1,"A-",54.6989712658619,3
"M",2003-07-07,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",62,48,53,39,38,248,3,2,1,2,"A-",46.5850516711852,2
"M",2007-01-10,20234,"2023","SUCRE","SINCELEJO","Estrato 2","N","TÉCNICO/ACADÉMICO",45,61,49,58,55,267,2,3,3,2,"A1",40.6354403004825,1
"F",2001-12-10,20204,"2020","TOLIMA","PLANADAS","Estrato 2","N","ACADÉMICO",47,41,44,42,46,218,2,2,2,2,"A-",46.3997280448543,2
"M",2005-07-31,20214,"2021","VALLE","BUENAVENTURA","Estrato 1","N","ACADÉMICO",64,65,66,62,76,326,3,3,3,3,"B1",52.3948525925976,3
"M",2003-09-20,20224,"2022","CESAR","LA JAGUA DE IBIRICO","Estrato 1","N","TÉCNICO/ACADÉMICO",41,40,43,45,46,213,2,2,2,2,"A-",42.8187590849938,2
"F",2004-12-25,20214,"2021","SANTANDER","SAN GIL","Estrato 2","N","TÉCNICO/ACADÉMICO",41,50,38,48,51,224,2,2,2,1,"A1",53.5308602879325,3
"M",2003-07-20,20204,"2020","VALLE","PALMIRA","Estrato 2","N","TÉCNICO",57,62,61,65,47,301,3,3,3,3,"A-",60.6609864996708,3
"M",2004-05-04,20224,"2022","ATLANTICO","BARRANQUILLA","Estrato 3","N","ACADÉMICO",42,47,44,36,47,213,2,2,1,2,"A-",47.131316881074,2
"M",2002-07-09,20204,"2020","BOLIVAR","CARTAGENA DE INDIAS","Estrato 2","N","TÉCNICO/ACADÉMICO",52,52,55,55,49,266,3,3,2,2,"A1",45.579808138403,2
"M",2007-04-05,20234,"2023","NARIÑO","CONTADERO","Estrato 1","N","ACADÉMICO",74,74,76,74,76,373,4,4,4,4,"B1",53.3289616438728,3
"F",2006-01-20,20224,"2022","ANTIOQUIA","MEDELLÍN","Estrato 2","N","TÉCNICO/ACADÉMICO",46,46,34,39,33,203,2,2,1,1,"A-",47.3504909093345,2
"F",2005-05-06,20214,"2021","ANTIOQUIA","ITAGÜÍ","Estrato 3","N","NO APLICA",74,71,64,67,75,347,4,4,3,3,"B1",56.8094558850161,3
"F",2006-05-03,20234,"2023","ANTIOQUIA","RIONEGRO","Estrato 3","N","TÉCNICO",57,59,55,48,60,276,3,3,2,2,"A2",46.1220343731277,2
"M",2007-01-08,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",64,68,62,68,79,333,3,3,3,3,"B+",70.3811716047518,4
"F",2003-12-15,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",53,52,42,54,52,252,3,3,2,2,"A1",62.0863807222344,3
"M",2006-03-31,20224,"2022","CORDOBA","CERETÉ","Estrato 1","N","ACADÉMICO",77,100,74,78,80,410,4,4,4,4,"B+",26.4867682122204,1
"M",2006-12-16,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","TÉCNICO/ACADÉMICO",77,79,63,74,76,367,4,4,4,3,"B1",53.5774922997238,3
"F",2006-05-13,20234,"2023","RISARALDA","DOSQUEBRADAS","Estrato 4","N","TÉCNICO",63,66,58,57,62,305,3,3,3,3,"A2",61.2327894131489,3
"M",2003-09-07,20224,"2022","CALDAS","MANIZALES","Estrato 1","N","ACADÉMICO",53,50,50,52,39,252,3,2,2,2,"A-",38.7810544749928,1
"M",2005-09-09,20234,"2023","ANTIOQUIA","MUTATÁ","Estrato 1","N","ACADÉMICO",48,46,43,44,54,230,2,2,2,2,"A1",39.0712044644863,1
"M",2004-06-30,20214,"2021","PUTUMAYO","ORITO","Estrato 1","N","TÉCNICO/ACADÉMICO",47,51,30,43,28,208,2,3,2,1,"A-",33.7784643164622,1
"M",2004-09-20,20224,"2022","ANTIOQUIA","BELLO","Sin Estrato","N","ACADÉMICO",34,28,24,33,31,149,1,1,1,1,"A-",NA,NA
"F",2002-04-02,20204,"2020","VALLE","CALI","Estrato 2","N","TÉCNICO/ACADÉMICO",51,45,41,42,46,224,3,2,2,2,"A-",60.4712438469272,3
"F",2004-10-26,20204,"2020","NORTE SANTANDER","CÚCUTA","Estrato 2","N","TÉCNICO/ACADÉMICO",40,52,38,42,44,215,2,3,2,1,"A-",43.0855645004202,2
"F",2005-06-20,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","NO APLICA",63,55,62,55,59,294,3,3,2,3,"A2",49.2724705773713,2
"F",2005-05-27,20234,"2023","CAUCA","MORALES","Estrato 1","N","ACADÉMICO",45,47,42,45,51,226,2,2,2,2,"A1",36.8876874162637,1
"F",2003-11-10,20214,"2021","BOYACA","MUZO","Estrato 1","N","ACADÉMICO",61,59,54,50,42,275,3,3,2,2,"A-",37.5336197701784,1
"F",2004-04-30,20214,"2021","SANTANDER","FLORIDABLANCA","Estrato 4","N","NO APLICA",41,45,43,49,51,225,2,2,2,2,"A1",52.6522423220586,3
"M",2003-03-26,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","TÉCNICO/ACADÉMICO",55,66,55,55,38,281,3,3,2,2,"A-",60.7466134790474,3
"F",2002-09-15,20214,"2021","ATLANTICO","BARRANQUILLA","Estrato 1","N","TÉCNICO",47,53,37,38,50,221,2,3,1,1,"A1",33.0255497262984,1
"M",2001-12-15,20204,"2020","CHOCO","QUIBDÓ","Estrato 4","N","TÉCNICO/ACADÉMICO",52,47,34,41,57,223,3,2,2,1,"A1",57.1530322423325,3
"M",2004-04-27,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Sin Estrato","N","ACADÉMICO",62,54,51,46,49,265,3,3,2,2,"A1",50.1162753074575,2
"M",2005-01-17,20234,"2023","BOLIVAR","CARTAGENA DE INDIAS","Estrato 1","N","ACADÉMICO",32,35,32,40,39,175,1,1,1,1,"A-",41.1029633824885,1
"F",2003-08-25,20204,"2020","TOLIMA","IBAGUÉ","Estrato 2","N","TÉCNICO/ACADÉMICO",61,51,42,48,50,252,3,3,2,2,"A1",48.9226869168993,2
"F",2004-07-01,20214,"2021","CALDAS","BELALCÁZAR","Estrato 2","N","ACADÉMICO",47,50,51,56,57,257,2,2,3,2,"A1",43.4090374938172,2
"F",2004-09-17,20234,"2023","CESAR","CHIRIGUANÁ","Estrato 2","N","TÉCNICO/ACADÉMICO",45,33,35,36,34,185,2,1,1,1,"A-",43.4796210639556,2
"M",2004-07-04,20204,"2020","ATLANTICO","SOLEDAD","Estrato 2","N","NO APLICA",44,50,46,50,40,235,2,2,2,2,"A-",60.3524564363987,3
"M",2003-11-24,20214,"2021","MAGDALENA","CIÉNAGA","Estrato 2","N","ACADÉMICO",38,28,29,38,34,167,2,1,1,1,"A-",42.5954630226361,2
"M",2004-03-07,20224,"2022","SANTANDER","PIEDECUESTA","Estrato 2","N","TÉCNICO/ACADÉMICO",46,50,35,31,50,206,2,2,1,1,"A1",57.9658341515531,3
"M",2004-01-23,20204,"2020","SANTANDER","SAN GIL","Estrato 4","N","NO APLICA",67,65,67,60,67,325,4,3,3,3,"A2",64.790507538448,4
"F",2003-05-12,20224,"2022","HUILA","ACEVEDO","Estrato 4","N","ACADÉMICO",39,35,41,46,37,200,2,1,2,2,"A-",44.5271872895722,2
"F",2005-06-07,20214,"2021","BOLIVAR","MARGARITA","Sin Estrato","N","ACADÉMICO",36,33,30,39,34,172,2,1,1,1,"A-",47.5539122733104,2
"F",2002-09-16,20214,"2021","ANTIOQUIA","MEDELLÍN","Estrato 2","N","TÉCNICO/ACADÉMICO",50,46,44,44,53,233,2,2,2,2,"A1",53.9834712916978,3
"M",2003-10-15,20214,"2021","SANTANDER","FLORIDABLANCA","Estrato 2","N","TÉCNICO/ACADÉMICO",40,39,40,38,33,194,2,2,1,1,"A-",NA,NA
"F",2002-06-27,20204,"2020","RISARALDA","MISTRATÓ","Estrato 1","N","TÉCNICO/ACADÉMICO",46,53,39,40,38,220,2,3,1,1,"A-",51.0803844421162,2
"M",2005-03-15,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",39,42,42,44,47,211,2,2,2,2,"A-",57.38837728924,3
"M",2003-01-03,20204,"2020","MAGDALENA","ZONA BANANERA","Estrato 2","N","TÉCNICO/ACADÉMICO",38,40,37,48,37,202,2,2,2,1,"A-",45.4016318184912,2
"M",2003-09-08,20204,"2020","CALDAS","VILLAMARÍA","Estrato 2","N","ACADÉMICO",54,53,44,52,55,255,3,3,2,2,"A1",59.464594813312,3
"F",2001-08-25,20224,"2022","CAUCA","SILVIA","Sin Estrato","S","TÉCNICO/ACADÉMICO",44,33,28,29,35,168,2,1,1,1,"A-",37.3986932467788,1
"M",2002-09-18,20211,"2021","ANTIOQUIA","ENVIGADO","Estrato 5","N","ACADÉMICO",66,69,53,60,80,317,4,3,3,2,"B+",NA,NA
"F",2003-05-01,20204,"2020","CUNDINAMARCA","FUSAGASUGÁ","Estrato 2","N","TÉCNICO",61,55,45,54,51,268,3,3,2,2,"A1",40.4431278200326,1
"M",2003-08-16,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","TÉCNICO",57,47,41,40,62,237,3,2,1,2,"A2",74.7596366880601,4
"F",2004-02-14,20204,"2020","BOYACA","DUITAMA","Estrato 4","N","ACADÉMICO",69,64,65,58,56,317,4,3,3,3,"A1",59.979571934609,3
"F",2006-11-02,20234,"2023","VALLE","PALMIRA","Estrato 2","N","ACADÉMICO",44,49,49,49,48,239,2,2,2,2,"A1",52.7368790760379,3
"F",2006-04-09,20224,"2022","SANTANDER","BUCARAMANGA","Estrato 3","N","ACADÉMICO",54,50,34,39,56,226,3,2,1,1,"A1",56.3467541099795,3
"M",2007-01-03,20234,"2023","VALLE","YUMBO","Estrato 1","N","TÉCNICO/ACADÉMICO",41,38,35,41,50,198,2,2,2,1,"A1",47.9652531994215,2
"F",2004-01-10,20234,"2023","VALLE","BUENAVENTURA","Estrato 1","N","NO APLICA",32,31,41,31,35,169,1,1,1,2,"A-",45.8089784337007,2
"F",2003-12-12,20204,"2020","CAUCA","TIMBÍO","Estrato 1","N","ACADÉMICO",40,45,33,31,45,189,2,2,1,1,"A-",42.6746187896089,2
"M",2002-05-11,20204,"2020","SANTANDER","BARBOSA","Estrato 3","N","ACADÉMICO",60,36,58,53,49,258,3,2,2,3,"A1",47.2954229944973,2
"M",2002-08-10,20204,"2020","CALDAS","MANIZALES","Estrato 3","N","TÉCNICO",60,52,46,49,51,258,3,3,2,2,"A1",62.4974499730923,3
"F",2006-03-13,20224,"2022","NORTE SANTANDER","OCAÑA","Estrato 1","N","TÉCNICO",49,45,45,46,48,232,2,2,2,2,"A1",45.8341403152608,2
"M",1997-09-09,20224,"2022","ANTIOQUIA","BETANIA","Estrato 1","N","ACADÉMICO",47,41,46,49,39,226,2,2,2,2,"A-",20.3182617768189,1
"F",2004-05-07,20204,"2020","PUTUMAYO","VALLE DEL GUAMUEZ","Estrato 1","N","TÉCNICO/ACADÉMICO",66,62,64,63,55,315,4,3,3,3,"A1",40.0711111479423,1
"M",2003-08-15,20214,"2021","HUILA","GARZÓN","Estrato 3","N","ACADÉMICO",52,56,46,48,49,252,3,3,2,2,"A1",51.5640753571857,3
"M",2004-10-27,20214,"2021","ATLANTICO","BARRANQUILLA","Estrato 6","N","ACADÉMICO",74,70,72,67,82,358,4,3,3,4,"B+",64.8296342561852,4
"M",2004-08-19,20204,"2020","LA GUAJIRA","MAICAO","Estrato 2","N","TÉCNICO/ACADÉMICO",57,69,56,58,48,295,3,3,3,3,"A1",50.4485783872045,2
"M",2003-10-16,20224,"2022","LA GUAJIRA","VILLANUEVA","Estrato 3","N","ACADÉMICO",32,38,32,36,33,172,1,2,1,1,"A-",49.8261308338614,2
"F",1991-05-02,20204,"2020","SANTANDER","BARBOSA","Estrato 1","N","ACADÉMICO",42,42,49,34,29,204,2,2,1,2,"A-",31.4391308594202,1
"F",2003-12-30,20214,"2021","ANTIOQUIA","MEDELLÍN","Estrato 3","N","TÉCNICO/ACADÉMICO",64,48,58,57,100,300,3,2,3,3,"B+",53.8282950913648,3
"M",2002-08-11,20224,"2022","CUNDINAMARCA","CHOCONTÁ","Estrato 2","N","NO APLICA",67,58,57,52,58,292,4,3,2,3,"A2",40.6171102472928,1
"F",2006-04-11,20224,"2022","SUCRE","SAN LUIS DE SINCÉ","Estrato 2","N","ACADÉMICO",50,56,53,53,31,257,2,3,2,2,"A-",50.0518179082676,2
"M",2005-02-10,20231,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 5","N","ACADÉMICO",79,100,74,71,86,407,4,4,4,4,"B+",66.0357193035298,4
"F",2004-08-07,20214,"2021","ANTIOQUIA","MEDELLÍN","Sin Estrato","N","ACADÉMICO",56,56,42,42,51,246,3,3,2,2,"A1",NA,NA
"F",2004-06-28,20234,"2023","NARIÑO","MALLAMA","Sin Estrato","N","TÉCNICO",46,37,34,42,52,203,2,2,2,1,"A1",32.6090234091836,1
"F",2005-09-14,20224,"2022","CALDAS","SUPÍA","Estrato 4","N","TÉCNICO/ACADÉMICO",42,36,38,38,46,195,2,2,1,1,"A-",55.4122157208372,3
"M",2004-03-03,20214,"2021","ANTIOQUIA","CAUCASIA","Estrato 2","N","ACADÉMICO",53,49,47,52,55,253,3,2,2,2,"A1",48.2369876800784,2
"M",2004-08-25,20204,"2020","SUCRE","LOS PALMITOS","Estrato 2","N","ACADÉMICO",48,51,43,40,41,226,2,3,1,2,"A-",53.7978179499901,3
"F",2005-12-17,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",68,63,58,61,75,317,4,3,3,3,"B1",55.546863309402,3
"F",2007-06-04,20234,"2023","CALDAS","MANIZALES","Estrato 2","N","TÉCNICO",57,58,51,57,52,277,3,3,3,2,"A1",44.0121532456091,2
"M",2005-08-12,20214,"2021","VALLE","JAMUNDÍ","Estrato 2","N","ACADÉMICO",63,56,59,61,62,300,3,3,3,3,"A2",66.6406866550823,4
"F",2004-01-05,20214,"2021","VALLE","JAMUNDÍ","Estrato 3","N","ACADÉMICO",57,45,40,34,39,218,3,2,1,1,"A-",44.594054514985,2
"M",2004-10-11,20214,"2021","BOLIVAR","CARTAGENA DE INDIAS","Estrato 3","N","ACADÉMICO",55,61,57,64,61,297,3,3,3,3,"A2",57.3979087893515,3
"M",2002-10-14,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 4","N","TÉCNICO/ACADÉMICO",55,49,57,43,48,254,3,2,2,3,"A1",60.6287699785581,3
"F",2005-10-25,20224,"2022","ANTIOQUIA","MEDELLÍN","Estrato 3","N","ACADÉMICO",64,55,58,54,53,287,3,3,2,3,"A1",53.3022505988023,3
"F",2003-11-07,20214,"2021","BOLIVAR","CARTAGENA DE INDIAS","Estrato 2","N","TÉCNICO/ACADÉMICO",51,45,40,36,50,218,3,2,1,1,"A1",47.6447509181518,2
"M",1988-04-06,20234,"2023","HUILA","SUAZA","Sin Estrato","N","ACADÉMICO",35,39,36,37,37,184,1,2,1,1,"A-",32.413778041377,1
"M",2005-08-23,20224,"2022","NARIÑO","IPIALES","Estrato 2","N","NO APLICA",62,68,45,60,60,294,3,3,3,2,"A2",48.9943498128351,2
"M",2001-03-09,20204,"2020","QUINDIO","LA TEBAIDA","Estrato 2","N","ACADÉMICO",53,52,41,54,39,246,3,3,2,2,"A-",39.798631917658,1
"F",2005-01-31,20214,"2021","ANTIOQUIA","MEDELLÍN","Estrato 3","N","ACADÉMICO",69,57,62,60,65,311,4,3,3,3,"A2",59.884945767988,3
"F",2005-12-31,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",54,44,35,42,49,221,3,2,2,1,"A1",53.0434440678019,3
"F",2003-06-10,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",56,60,61,62,64,300,3,3,3,3,"A2",68.0784125745255,4
"M",2004-05-18,20214,"2021","CAUCA","LA VEGA","Estrato 3","N","TÉCNICO",39,41,37,39,31,192,2,2,1,1,"A-",30.9203366861462,1
"F",2003-08-12,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","TÉCNICO/ACADÉMICO",55,53,58,54,51,273,3,3,2,3,"A1",64.6246191181379,4
"M",1999-11-13,20204,"2020","ANTIOQUIA","MEDELLÍN","Estrato 3","N","ACADÉMICO",58,65,49,56,43,280,3,3,3,2,"A-",59.0923388291298,3
"F",2003-08-08,20214,"2021","BOYACA","SOGAMOSO","Estrato 2","N","TÉCNICO/ACADÉMICO",67,62,64,61,79,323,4,3,3,3,"B+",62.2957606899238,3
"M",2004-11-18,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",51,50,52,48,44,249,3,2,2,2,"A-",47.7974962718562,2
"M",2003-08-19,20214,"2021","CUNDINAMARCA","TAUSA","Estrato 2","N","TÉCNICO/ACADÉMICO",58,50,43,50,29,243,3,2,2,2,"A-",39.1843112805409,1
"M",2002-12-20,20204,"2020","ANTIOQUIA","BELLO","Estrato 2","N","ACADÉMICO",40,41,55,46,44,227,2,2,2,2,"A-",48.5422162386602,2
"F",2005-07-18,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",67,64,64,61,85,328,4,3,3,3,"B+",57.8792445632362,3
"M",2006-10-11,20234,"2023","VALLE","TULUÁ","Estrato 2","N","TÉCNICO",69,78,66,68,78,354,4,4,3,3,"B1",52.3222291393064,3
"M",2005-06-12,20224,"2022","VALLE","YUMBO","Estrato 2","N","ACADÉMICO",56,48,53,48,77,266,3,2,2,2,"B1",62.1528715742452,3
"F",2006-07-02,20224,"2022","BOLIVAR","SANTA ROSA DEL SUR","Estrato 1","N","TÉCNICO/ACADÉMICO",60,67,55,52,49,289,3,3,2,2,"A1",43.885003455829,2
"M",2004-10-18,20214,"2021","META","SAN JUAN DE ARAMA","Estrato 2","N","TÉCNICO/ACADÉMICO",48,51,50,48,43,244,2,3,2,2,"A-",42.7692815805067,2
"F",2005-08-03,20224,"2022","QUINDIO","ARMENIA","Estrato 3","N","TÉCNICO/ACADÉMICO",59,54,51,50,63,271,3,3,2,2,"A2",52.5869183803263,3
"F",2005-06-21,20224,"2022","MAGDALENA","SANTA MARTA","Estrato 2","N","ACADÉMICO",55,35,48,39,47,222,3,1,1,2,"A-",49.3027450597624,2
"M",2005-07-02,20224,"2022","CORDOBA","MONTERÍA","Estrato 1","N","ACADÉMICO",48,40,33,43,45,207,2,2,2,1,"A-",43.0415766201577,2
"F",2005-05-12,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 1","N","ACADÉMICO",53,44,40,42,43,223,3,2,2,1,"A-",42.4791916840439,2
"M",2001-05-26,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",42,45,41,44,47,217,2,2,2,2,"A-",64.9255926922874,4
"F",2003-07-08,20214,"2021","CESAR","VALLEDUPAR","Estrato 1","N","ACADÉMICO",62,60,61,60,60,303,3,3,3,3,"A2",44.6058883473828,2
"F",2003-05-07,20214,"2021","ANTIOQUIA","RIONEGRO","Estrato 3","N","TÉCNICO/ACADÉMICO",57,54,36,38,63,238,3,3,1,1,"A2",55.2077759899332,3
"F",2004-05-03,20224,"2022","ANTIOQUIA","ENVIGADO","Estrato 5","N","ACADÉMICO",32,30,30,30,30,152,1,1,1,1,"A-",53.9484598800042,3
"F",2000-08-16,20204,"2020","VALLE","ALCALÁ","Estrato 1","N","TÉCNICO",39,20,39,39,32,170,2,1,1,1,"A-",50.4058786464531,2
"F",2003-11-28,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",39,30,40,39,43,187,2,1,1,1,"A-",42.3125576147759,2
"M",2005-07-26,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",65,67,63,64,63,323,3,3,3,3,"A2",42.7569855164082,2
"F",2005-10-06,20224,"2022","ANTIOQUIA","BELLO","Estrato 3","N","TÉCNICO",54,68,55,53,56,287,3,3,2,2,"A1",64.0840312339731,4
"F",2003-08-08,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 5","N","ACADÉMICO",57,51,56,53,67,276,3,3,2,3,"A2",67.295811523528,4
"M",2003-10-28,20204,"2020","SANTANDER","PIEDECUESTA","Estrato 1","N","TÉCNICO/ACADÉMICO",67,61,65,62,62,318,4,3,3,3,"A2",34.5393738128781,1
"M",2006-06-20,20234,"2023","SUCRE","SINCELEJO","Estrato 1","N","TÉCNICO/ACADÉMICO",59,66,52,62,65,301,3,3,3,2,"A2",43.3324103785326,2
"F",2004-04-06,20224,"2022","PUTUMAYO","PUERTO ASÍS","Sin Estrato","N","TÉCNICO/ACADÉMICO",42,35,26,36,31,172,2,1,1,1,"A-",39.466321992743,1
"F",2004-06-16,20214,"2021","NARIÑO","PASTO","Estrato 1","N","ACADÉMICO",69,52,46,59,67,287,4,3,3,2,"A2",51.7771134668323,3
"F",2005-07-17,20224,"2022","MAGDALENA","FUNDACIÓN","Estrato 2","N","TÉCNICO/ACADÉMICO",40,38,41,37,41,196,2,2,1,2,"A-",40.603585431758,1
"F",2005-10-21,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",63,55,54,47,53,273,3,3,2,2,"A1",51.8801502346351,3
"F",2004-04-05,20204,"2020","NORTE SANTANDER","CÚCUTA","Estrato 2","N","TÉCNICO/ACADÉMICO",64,66,57,57,100,320,3,3,3,3,"B+",63.1294305431351,3
"M",2004-01-04,20204,"2020","HUILA","GUADALUPE","Estrato 1","N","ACADÉMICO",58,62,60,63,43,297,3,3,3,3,"A-",46.9245406967832,2
"M",2004-02-07,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","TÉCNICO/ACADÉMICO",61,69,69,61,63,324,3,3,3,3,"A2",66.0576103886211,4
"F",2005-03-31,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",75,78,70,79,79,379,4,4,4,3,"B+",65.0264559044232,4
"M",2003-07-02,20204,"2020","NORTE SANTANDER","VILLA DEL ROSARIO","Estrato 2","N","TÉCNICO/ACADÉMICO",63,67,63,54,47,303,3,3,2,3,"A-",39.8097617268302,1
"M",2007-08-16,20234,"2023","CAUCA","GUACHENÉ","Estrato 2","N","ACADÉMICO",51,52,50,46,37,244,3,3,2,2,"A-",52.6045366942093,3
"F",2004-06-13,20214,"2021","ATLANTICO","BARRANQUILLA","Estrato 1","N","TÉCNICO",60,46,53,52,64,268,3,2,2,2,"A2",NA,NA
"M",2006-11-18,20234,"2023","TOLIMA","SAN SEBASTIÁN DE MARIQUITA","Estrato 1","N","ACADÉMICO",50,58,47,55,45,260,2,3,2,2,"A-",46.7785685605887,2
"F",2008-07-08,20234,"2023","CORDOBA","SAN CARLOS","Estrato 1","N","ACADÉMICO",68,63,63,67,42,317,4,3,3,3,"A-",47.3466735541732,2
"M",2004-07-31,20234,"2023","SUCRE","SAN ONOFRE","Estrato 1","N","ACADÉMICO",37,34,29,38,30,171,2,1,1,1,"A-",57.1580057944362,3
"M",2003-11-04,20204,"2020","TOLIMA","IBAGUÉ","Estrato 2","N","ACADÉMICO",44,48,35,42,48,213,2,2,2,1,"A1",51.8141444778983,3
"F",2004-07-27,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",66,54,47,52,60,276,4,3,2,2,"A2",61.0748412850846,3
"F",2005-04-20,20234,"2023","ANTIOQUIA","RETIRO","Sin Estrato","N","ACADÉMICO",33,42,34,34,39,180,1,2,1,1,"A-",NA,NA
"F",2001-06-11,20214,"2021","CORDOBA","SAN BERNARDO DEL VIENTO","Estrato 1","N","TÉCNICO",48,44,38,41,37,212,2,2,2,1,"A-",39.3526994367202,1
"F",2005-03-08,20224,"2022","ANTIOQUIA","MEDELLÍN","Estrato 2","N","ACADÉMICO",54,37,50,49,46,237,3,2,2,2,"A-",49.9405419119063,2
"M",2004-04-13,20204,"2020","ANTIOQUIA","URRAO","Estrato 2","N","TÉCNICO/ACADÉMICO",27,47,29,31,44,172,1,2,1,1,"A-",43.1414897860371,2
"M",2005-03-05,20224,"2022","CUNDINAMARCA","MOSQUERA","Estrato 3","N","ACADÉMICO",54,61,56,62,69,295,3,3,3,3,"B1",54.336770862021,3
